OT;Núm. Trabajo;Descripción Trabajo;VIN;Marca;Gama;Año;;Tipo Cargo;Tipo de Trabajo;Cliente Cargo  ;Kms.;F. Entrada;F. Cierre;Dif. F. Alta-F.Cierre;Estado
OTB   /6585/2019;1;AJUSTE SUSPENSION;AGM099292;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;914;235871;10/08/2019;10/08/2019;0;Facturada
OTB   /6902/2019;1;CAMBIO DE ACEITE + CAMBIO CORREA + REVISION DE FRENOS;AFM398267;Hyundai;Accent;2015;;Cliente;MECANICA;1470;236028;10/10/2019;11/10/2019;1;Facturada
OTB   /5771/2019;1;ROTACION DE LLANTAS + GRADUACION DE FRENOS;AFM061330;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;1581;236285;20/03/2019;20/03/2019;0;Facturada
OTB   /6072/2019;1;ALINEACION;P9M273390;Hyundai;Atos;2009;;Cliente;MECANICA;6563;236399;13/05/2019;13/05/2019;0;Facturada
OTB   /6300/2019;1;REVISAR BUJIAS;AGM100788;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1595;236401;19/06/2019;19/06/2019;0;Facturada
OTB   /5615/2019;1;"SINCRONIZACION + REVISION DE FRENOS + FILTRO AIRE ACONDICIONADO
";AFU777301;Hyundai;Accent;2015;;Cliente;MECANICA;1467;236423;19/02/2019;19/02/2019;0;Facturada
OTB   /6311/2019;1;CAMBIO BUJIAS ( CLIENTE SUMINISTRA REPUESTO );AGM100788;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1595;236617;20/06/2019;20/06/2019;0;Facturada
OTB   /5483/2019;1;GRADUACION DE FRENOS;AFU788499;Hyundai;Accent;2015;;Cliente;MECANICA;4247;237469;23/01/2019;23/01/2019;0;Facturada
OTB   /5631/2019;1;LIMPIEZA CUERPO ACELERACION CAMBIO BUJIAS CLIENTE SUMINISTRA REOUESTO;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;237707;21/02/2019;21/02/2019;0;Facturada
OTB   /5632/2019;1;CAMBIO CORREA ACCESORIOS;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;237707;21/02/2019;21/02/2019;0;Facturada
OTB   /5637/2019;1;SINCRONIZACION;AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3168;237765;22/02/2019;22/02/2019;0;Facturada
OTB   /5757/2019;1;CAMBIO AMORTIGUADORES TRASERO;AFM574767;Hyundai;I10;2015;;Cliente;MECANICA;3037;237765;18/03/2019;18/03/2019;0;Facturada
OTB   /5768/2019;1;ALINEACION + FILTRO AIRE MOTOR;AFM398225;Hyundai;Accent;2015;;Cliente;MECANICA;4114;237800;19/03/2019;19/03/2019;0;Facturada
OTB   /6366/2019;1;"SINCRONIZACION + CALIBRAR VALVULAS + CAMBIO EMBRAGUE + ALINEACION + BALANCEO + REVISION DE FRENOS  + CAMBIO RETEN CIGUEÑAL TRASERO + EMPAQUE TAPA VALVULA + CAMBIO DE ACEITE 3 FILTROS 20W50
";AEM524575;Hyundai;I10;2014;;Cliente;MECANICA;2882;237949;2/07/2019;4/07/2019;2;Facturada
OTB   /5659/2019;1;SOLDAR SOPORTE EXHOSTO;AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;3168;238193;26/02/2019;26/02/2019;0;Facturada
OTB   /5877/2019;1;SINCRONIZACION + BUJIAS + CABLES DE ALTA;AFM061330;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;1581;238360;5/04/2019;5/04/2019;0;Facturada
OTB   /5393/2019;1;GRADUACION DE FRENOS + AJUSTE SUSPENSION;AGM103039;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;238362;8/01/2019;8/01/2019;0;Facturada
OTB   /6995/2019;1;cambio valvulina + rotacion de llantas;AGM127490;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1994;238491;28/10/2019;28/10/2019;0;Facturada
OTB   /5633/2019;1;CAMBIO BANDAS ;AFM560114;Hyundai;I10;2015;;Cliente;MECANICA;5977;238600;21/02/2019;21/02/2019;0;Facturada
OTB   /5802/2019;1;CAMBIO TERMINALES;AGU836908;Hyundai;Accent;2016;;Cliente;MECANICA;1268;238958;26/03/2019;26/03/2019;0;Facturada
OTB   /5481/2019;1;CAMBIO EMBRAGUE + RETEN CIGUEÑAL;AFM056173;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;3196;239160;23/01/2019;23/01/2019;0;Facturada
OTB   /6380/2019;1;AJUSTE DE SUSPENSION;AGM100788;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1595;239338;4/07/2019;4/07/2019;0;Facturada
OTB   /5707/2019;1;"CAMBIO BANDAS + REVISION DE FRENOS
";AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3168;239612;7/03/2019;7/03/2019;0;Facturada
OTB   /5401/2019;1;CAMBIO EMPAQUE TAPA VALVULA;AGU837764;Hyundai;Accent;2016;;Cliente;MECANICA;1238;240000;9/01/2019;9/01/2019;0;Facturada
OTB   /6220/2019;1;CAMBIO ACTUADOR CVVT;AGM074968;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;6143;240000;5/06/2019;5/06/2019;0;Facturada
OTB   /6302/2019;1;ALINEACION ;ADM117159;Hyundai;I10;2013;;Cliente;MECANICA;4395;240000;19/06/2019;19/06/2019;0;Facturada
OTB   /6534/2019;1;CAMBIO AXIAL IZQUIERDO + ALINEACION;AFM401547;Hyundai;Accent;2015;;Cliente;MECANICA;1939;240008;31/07/2019;31/07/2019;0;Facturada
OTB   /5572/2019;1;REVISION DE FRENOS + PASTILLAS + BANDAS;AGU837848;Hyundai;Accent;2016;;Cliente;MECANICA;1075;240066;9/02/2019;9/02/2019;0;Facturada
OTB   /6350/2019;1;ALINEACION;AGM073683;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1273;240166;27/06/2019;27/06/2019;0;Facturada
OTB   /5367/2019;1;CAMBIO EMBRAGUE;AGM068563;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;240263;4/01/2019;4/01/2019;0;Facturada
OTB   /5901/2019;1;AJUSTE SUSPENSION;AFM398472;Hyundai;Accent;2015;;Cliente;MECANICA;1223;240356;11/04/2019;11/04/2019;0;Facturada
OTB   /5588/2019;1;ALINEACION;AGM129581;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1664;240510;12/02/2019;12/02/2019;0;Facturada
OTB   /7294/2019;1;SINCRONIZACION + REVISION DE FRENOS + CAMBIO DE ACEITE + RECTIFICAR CAMAPNAS + CAMBIO BANDAS;AFM061414;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;4111;240700;26/12/2019;26/12/2019;0;Facturada
OTB   /5933/2019;1;ALINEACION;AFM398225;Hyundai;Accent;2015;;Cliente;MECANICA;4114;242000;17/04/2019;17/04/2019;0;Facturada
OTB   /6320/2019;1;ALINEACION + BALANCEO;AEM524583;Hyundai;I10;2014;;Cliente;MECANICA;172;242000;21/06/2019;21/06/2019;0;Facturada
OTB   /5412/2019;1;GRADUACION DE FRENOS;ADM297572;Hyundai;I10;2013;;Cliente;MECANICA;2823;242685;11/01/2019;11/01/2019;0;Facturada
OTB   /5413/2019;1;D/M CAMPANAS REVISAR FRENOS TRASEROS;ADM297572;Hyundai;I10;2013;;Cliente;MECANICA;2823;242685;11/01/2019;11/01/2019;0;Facturada
OTB   /5363/2019;1;CAMBIO DE ACEITE + LIMPIEZA INJECTORES + FILTRO DE A/A;AGU837976;Hyundai;Accent;2016;;Cliente;MECANICA;832;242790;2/01/2019;5/01/2019;3;Facturada
OTB   /5376/2019;1;"CAMBIO RODAMEINTO DELANTERO DERECHO + ROTULA 
";AFM546152;Hyundai;I10;2015;;Cliente;MECANICA;1241;242989;4/01/2019;8/01/2019;4;Facturada
OTM/549/2019;1;"CLIENTE REPORTA PALANCA DE CAMBIO CON DIFICULTAD
";P7U191425;Hyundai;Porter;2007;;Cliente;OTRO;15298;243128;20/02/2019;28/02/2019;8;Facturada
OTB   /6051/2019;1;ALINEACION + BALANCEO;AFM398472;Hyundai;Accent;2015;;Cliente;MECANICA;1223;243730;9/05/2019;9/05/2019;0;Facturada
OTB   /5880/2019;1;SCANNER;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;244043;6/04/2019;6/04/2019;0;Facturada
OTB   /5719/2019;1;GRADUACION DE FRENOS + ROTACION DE LLANTAS + ALINEACION + SCANNER ;AFM061819;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;5792;244182;11/03/2019;11/03/2019;0;Facturada
OTB   /5461/2019;1;AJUSTE DE SUSPENSION;AGM081283;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1167;244234;19/01/2019;19/01/2019;0;Facturada
OTB   /5985/2019;1;"REVISION DE FRENOS
";AGU836908;Hyundai;Accent;2016;;Cliente;MECANICA;1268;244326;29/04/2019;29/04/2019;0;Facturada
OTB   /5673/2019;1;"GRADUACION DE FRENOS
";AGM093008;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1585;244338;28/02/2019;28/02/2019;0;Facturada
OTB   /5575/2019;1;AJUSTE CAJA DE DIRECCION + CAMBIO MUÑECOS + TERMINALES;AGM068563;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;244598;11/02/2019;11/02/2019;0;Facturada
OTB   /6464/2019;1;CAMBIO EMBRAGUE + CAMBIO DE PASTILLAS ;AFM398223;Hyundai;Accent;2015;;Cliente;MECANICA;4410;244715;19/07/2019;19/07/2019;0;Facturada
OTB   /6710/2019;1;"AJUSTE SUSPENSION + CAMBIO BUJIAS
";AGM102639;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;4006;244800;2/09/2019;3/09/2019;0;Facturada
OTB   /5417/2019;1;CAMBIO AMORTIGUADRES TRASEROS;AFU786533;Hyundai;Accent;2015;;Cliente;OTRO;4099;245186;11/01/2019;11/01/2019;0;Facturada
OTB   /6039/2019;1;ARREGLO ALTERNADOR + CAMBIO REGULADOR;AGU836908;Hyundai;Accent;2016;;Cliente;MECANICA;1268;245469;8/05/2019;10/05/2019;2;Facturada
OTB   /5639/2019;1;cambio bandas y pastillas;AFM056173;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;3196;245616;22/02/2019;22/02/2019;0;Facturada
OTB   /6696/2019;1;CAMBIO PASTILLAS ( CLIENTE SUMINISTRA REPUESTO ) + GRAD FRENOS;AEM482663;Hyundai;I10;2014;;Cliente;MECANICA;2947;246100;31/08/2019;31/08/2019;0;Facturada
OTB   /6700/2019;1;"CAMBIO CORREA REPARTICION + CAMBIO  DISCOS
";AEM482663;Hyundai;I10;2014;;Cliente;MECANICA;2947;246206;2/09/2019;2/09/2019;0;Facturada
OTB   /5804/2019;1;"REVISION DE FRENOS + CAMBIO DE PASTILLAS
";AFM061819;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;5792;246431;26/03/2019;26/03/2019;0;Facturada
OTB   /5973/2019;1;CAMBIO EMBRAGUE + BANDAS + PLUMILLAS;AFU777359;Hyundai;Accent;2015;;Cliente;MECANICA;195;246664;25/04/2019;26/04/2019;1;Facturada
OTB   /5973/2019;2;CAMBIO EMBRAGUE + BANDAS + PLUMILLAS;AFU777359;Hyundai;Accent;2015;;Cliente;MECANICA;195;246664;25/04/2019;26/04/2019;0;Facturada
OTB   /5973/2019;3;CAMBIO EMBRAGUE + BANDAS + PLUMILLAS;AFU777359;Hyundai;Accent;2015;;Cliente;MECANICA;195;246664;25/04/2019;26/04/2019;0;Facturada
OTB   /6883/2019;1;SINCRONIZACION;AGU837952;Hyundai;Accent;2016;;Cliente;MECANICA;22957;246818;7/10/2019;7/10/2019;0;Facturada
OTB   /6805/2019;1;ROTACION LLANTAS ;AGM103956;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2952;247000;24/09/2019;24/09/2019;0;Facturada
OTB   /5696/2019;1;"AJUTE SUSPENSION + GRADUACION FRENOS
";AGM103039;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;247439;5/03/2019;5/03/2019;0;Facturada
OTB   /7041/2019;1;"SINCRONIZACION + BUJIAS 
";AGM127180;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;4465;247480;6/11/2019;6/11/2019;0;Facturada
OTB   /5486/2019;1;CAMBIO RETEN , CAMBIO RETEN TOMA , CAMBIO RETENES EJE CAMBIO RETEN CIGUEÑAL;AFM058015;Hyundai;Grand I10 HB;2015;;Cliente;OTRO;4008;247603;24/01/2019;24/01/2019;0;Facturada
OTB   /5620/2019;1;"ALINEACION + BALANCEO
";AFM553915;Hyundai;I10;2015;;Cliente;MECANICA;1294;247790;19/02/2019;19/02/2019;0;Facturada
OTB   /6027/2019;1;ALINEACION + CAMBIO  GUAYA + ARREGLO EXHOSTO  ;AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3168;247810;7/05/2019;7/05/2019;0;Facturada
OTB   /5817/2019;1;"ALINEACION + BALANCEO
";AFU788499;Hyundai;Accent;2015;;Cliente;MECANICA;4247;248005;27/03/2019;27/03/2019;0;Facturada
OTB   /5708/2019;1;GRADUACION DE FRENOS;ADM297572;Hyundai;I10;2013;;Cliente;MECANICA;2823;248052;7/03/2019;7/03/2019;0;Facturada
OTB   /5708/2019;2;GRADUACION DE FRENOS;ADM297572;Hyundai;I10;2013;;Cliente;MECANICA;2823;248052;7/03/2019;7/03/2019;0;Facturada
OTB   /5708/2019;3;"GRADUACION DE FRENOS

( NO SE REALIZA TRABAJO )";ADM297572;Hyundai;I10;2013;;Cliente;MECANICA;2823;248052;7/03/2019;7/03/2019;0;Anulado
OTB   /6492/2019;1;CAMBIO EMPAQUE TAPA VALVULA;AGU837774;Hyundai;Accent;2016;;Cliente;MECANICA;4115;248370;25/07/2019;25/07/2019;0;Facturada
OTB   /6042/2019;1;SCANNER + BUJIAS;AGU872176;Hyundai;Accent;2016;;Cliente;MECANICA;1183;248427;9/05/2019;9/05/2019;0;Facturada
OTB   /6336/2019;1;"SINCRONIZACION + REVISION DE FRENOS
";AGU837932;Hyundai;Accent;2016;;Cliente;MECANICA;2040;249080;26/06/2019;26/06/2019;0;Facturada
OTB   /6092/2019;1;CAMBIO TAPA RADIADOR;AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3168;249327;18/05/2019;18/05/2019;0;Facturada
OTB   /5593/2019;1;"CAMBIO CORREA
";AFM402710;Hyundai;Accent;2015;;Cliente;MECANICA;901;250000;13/02/2019;13/02/2019;0;Facturada
OTB   /5414/2019;1;GRADUACION DE FRENOS;AGM087879;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2843;250237;11/01/2019;11/01/2019;0;Facturada
OTB   /6312/2019;1;CAMBIO SOPORTE CENTRAL;AGM073700;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;2049;250255;20/06/2019;20/06/2019;0;Facturada
OTB   /6986/2019;1;CAMBIO CORREA REPARTICION;AEM506375;Hyundai;I10;2014;;Cliente;MECANICA;5089;250328;25/10/2019;26/10/2019;1;Facturada
OTB   /5856/2019;1;AJUSTE SUSPENSION + GRADUACION DE FRENOS;AGM093008;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1585;250502;3/04/2019;3/04/2019;0;Facturada
OTB   /5612/2019;1;CAMBIO BOMBA PRINCIPAL DE EMBRAGUE;AFM402710;Hyundai;Accent;2015;;Cliente;MECANICA;901;250801;18/02/2019;19/02/2019;0;Facturada
OTB   /5728/2019;1;"CAMBIO DE BANDAS 
( SE APERTURA MAL LA OTB )";AHM156666;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;468;251112;12/03/2019;12/03/2019;0;Anulado
OTB   /5729/2019;1;CAMBIO DE BANDAS ;AFM553915;Hyundai;I10;2015;;Cliente;MECANICA;1294;251112;12/03/2019;12/03/2019;0;Facturada
OTB   /5741/2019;1;CAMBIO GUAYA;AFM553915;Hyundai;I10;2015;;Cliente;MECANICA;1294;251452;15/03/2019;15/03/2019;0;Facturada
OTB   /6362/2019;1;CAMBIO PASTILLAS + CAMBIO MUÑECOS DELANTEROS;AGU872176;Hyundai;Accent;2016;;Cliente;MECANICA;1183;251591;2/07/2019;2/07/2019;0;Facturada
OTB   /5834/2019;1;FILTRO AIRE MOTOR;AGM081343;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1090;251675;30/03/2019;30/03/2019;0;Facturada
OTB   /5713/2019;1;CAMBIO VALVULA PURGA TANQUE;AGU837764;Hyundai;Accent;2016;;Cliente;MECANICA;1238;251746;8/03/2019;8/03/2019;0;Facturada
OTB   /5868/2019;1;CAMBIO EMBRAGUE + SINCRONIZACION + CAMBIO DE ACEITE;AGM103039;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;252676;4/04/2019;4/04/2019;0;Facturada
OTB   /6635/2019;1;CAMBIO CINTA AIR BAG;AGM073034;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;4062;253010;21/08/2019;21/08/2019;0;Facturada
OTB   /6476/2019;1;CAMBIO CORREA REPARTICION ( CLIENTE SUMINISTRA REPUESTO ) + LIMPIEZA CUERPO ACELERACION;AFM398472;Hyundai;Accent;2015;;Cliente;MECANICA;1223;253062;23/07/2019;23/07/2019;0;Facturada
OTB   /7077/2019;1;ALINEACION + AJUSTE SUSPENSION;AFM061626;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;1592;253812;14/11/2019;14/11/2019;0;Facturada
OTB   /6576/2019;1;ROTACION LLANTAS;AFM061330;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;1581;254462;8/08/2019;8/08/2019;0;Facturada
OTB   /5653/2019;1;LIMPIEZA CUERPO ACELERACION;AGU837498;Hyundai;Accent;2016;;Cliente;OTRO;2090;254611;25/02/2019;25/02/2019;0;Facturada
OTB   /6053/2019;1;SINCRONIZACION + BUJIAS;AFU788499;Hyundai;Accent;2015;;Cliente;MECANICA;4247;254959;10/05/2019;10/05/2019;0;Facturada
OTB   /7098/2019;1;REV FALLA + CAMBIO DE ACEITE 3 FILTROS + REVISION DE FRENOS + CAMBIO MUÑECOS + ALINEACION + BALANCEO + 1 GALON REFRIGERANTE;AEM524575;Hyundai;I10;2014;;Cliente;MECANICA;2882;255030;18/11/2019;18/11/2019;0;Facturada
OTB   /6684/2019;1;CAMBIO PIÑON VELOCIMETRO;AGU837774;Hyundai;Accent;2016;;Cliente;OTRO;4115;255180;29/08/2019;29/08/2019;0;Facturada
OTB   /5675/2019;1;SINCRONIZACION;AFM546235;Hyundai;I10;2015;;Cliente;MECANICA;896;255499;28/02/2019;28/02/2019;0;Facturada
OTB   /6940/2019;1;ALINEACION + BALANCEO;AEM524583;Hyundai;I10;2014;;Cliente;MECANICA;172;255500;17/10/2019;17/10/2019;0;Facturada
OTM/544/2019;1;"CLIENTE SOLICITA REVISION DE 255000 KMS CHEVROLET NNR


";9FB028797;Hyundai;HD65;2015;;Cliente;MECANICA;5155;255563;18/02/2019;20/02/2019;2;Facturada
OTB   /6357/2019;1;NO SE EVIDENCIA;ABU576023;Hyundai;Accent;2011;;Cliente;OTRO;1452;255642;29/06/2019;29/06/2019;0;Anulado
OTB   /6358/2019;1;GRADUACION DE FRENOS + CAMBIO PERNO TRASERO;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;255642;29/06/2019;29/06/2019;0;Facturada
OTB   /5943/2019;1;"CAMBIO PASTILLAS 

";AGM129581;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1664;255647;23/04/2019;23/04/2019;0;Facturada
OTB   /6153/2019;1;CAMBIO PASADORES MORDAZAS + PASTILLAS ;AFU788499;Hyundai;Accent;2015;;Cliente;MECANICA;4247;256400;27/05/2019;27/05/2019;0;Facturada
OTB   /5387/2019;1;"REPARACION MOTOR , CAMBIO EMBRAGUE
";ACM733052;Hyundai;Atos;2012;;Cliente;MECANICA;17607;256946;8/01/2019;14/01/2019;6;Facturada
OTB   /5432/2019;1;CAMBIO RODAMIENTO DERECHO;ACM733052;Hyundai;Atos;2012;;Cliente;MECANICA;17607;256963;14/01/2019;14/01/2019;0;Facturada
OTB   /5435/2019;1;"CAMBIO DE CAJA DIRECCION
";ACM733052;Hyundai;Atos;2012;;Cliente;MECANICA;17607;256963;15/01/2019;15/01/2019;0;Facturada
OTB   /5482/2019;1;CAMBIO PASTILLAS;AFM412489;Hyundai;Accent;2015;;Cliente;MECANICA;692;257151;23/01/2019;23/01/2019;0;Facturada
OTB   /6351/2019;1;ROTACION DE LLANTAS;AFU777316;Hyundai;Accent;2015;;Cliente;MECANICA;1185;257267;27/06/2019;27/06/2019;0;Facturada
OTB   /6206/2019;1;SCANNER;AFM061819;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;5792;257491;4/06/2019;4/06/2019;0;Facturada
OTB   /6164/2019;1;"CAMBIO DE EMBRAGUE + CAMBIO DE ACEITE 
";AGU837848;Hyundai;Accent;2016;;Cliente;MECANICA;1075;257694;29/05/2019;29/05/2019;0;Facturada
OTB   /6229/2019;1;CAMBIO VALVULA OCV;AFM061819;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;5792;257802;7/06/2019;7/06/2019;0;Facturada
OTB   /6283/2019;1;CAMBIO BOMBA AUX EMBRAGUE;AFU786653;Hyundai;Accent;2015;;Cliente;MECANICA;1226;257973;17/06/2019;17/06/2019;0;Facturada
OTB   /6733/2019;1;"CAMBIO SOPORTE TRASERO(CLIENTE SUMINISTRA REPUESTO)
";AFM398472;Hyundai;Accent;2015;;Cliente;OTRO;1223;258062;6/09/2019;6/09/2019;0;Facturada
OTB   /6223/2019;1;ALINEACION + BALNCEO ;AFU788499;Hyundai;Accent;2015;;Cliente;MECANICA;4247;258532;6/06/2019;6/06/2019;0;Facturada
OTB   /5686/2019;1;GRADUACION DE FRENOS;AGM087879;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2843;258896;4/03/2019;4/03/2019;0;Facturada
OTB   /6624/2019;1;SINCRONIZACION + CABLES DE ALTA + BUJIAS;AGM073700;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2049;259993;17/08/2019;17/08/2019;0;Facturada
OTB   /5755/2019;1;CAMBIO RETEN IZQUIERDO;AGU025723;Hyundai;Accent;2016;;Cliente;OTRO;5084;260000;18/03/2019;18/03/2019;0;Facturada
OTB   /6117/2019;1;"REVISION DE FRENOS + AJUSTE SUSPENSION + CAMBIO DE ACEITE + CAMBIO RODAMIENTO DELANTERO DERECHO + CAMBIO PASTILLAS + CAMBIO BANDAS
";AGM103039;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;260169;21/05/2019;21/05/2019;0;Facturada
OTB   /6817/2019;1;GRADUACION DE FRENOS + MANTENIMIENTO PASADORES MORDAZAS;AFM061330;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;1581;260484;26/09/2019;26/09/2019;0;Facturada
OTB   /6594/2019;1;"CAMBIO PERNO + TUERCA
";AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;3168;260535;12/08/2019;12/08/2019;0;Facturada
OTB   /6514/2019;1;CAMBIO TAPA RADIADOR;AFU787454;Hyundai;Accent;2015;;Cliente;MECANICA;1378;260590;29/07/2019;29/07/2019;0;Facturada
OTB   /6562/2019;1;CAMBIO EMBRAGUE;AGM103066;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;15561;260800;5/08/2019;5/08/2019;0;Facturada
OTB   /6584/2019;1;CAMBIO LIGA VELOCIMETRO + FILTRO A/A ;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;261447;10/08/2019;10/08/2019;0;Facturada
OTB   /7068/2019;1;REV FUGA (CLIENTE SUMINISTRA REPUESTO)CAMBIO RADIADOR;AGM073683;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1273;261483;13/11/2019;13/11/2019;0;Facturada
OTB   /6812/2019;1;ALINEACION + BALANCEO + FILTRO AIRE MOTOR + FILTRO A/A;ADM297571;Hyundai;I10;2013;;Cliente;MECANICA;1416;261529;25/09/2019;25/09/2019;0;Facturada
OTB   /6246/2019;1;SCANNER;AGM068563;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2099;261716;11/06/2019;11/06/2019;0;Facturada
OTM/567/2019;1;"REVISION DE DE 261000 KMS
";PFC276629;Hyundai;HD78;2015;;Cliente;MECANICA;5155;261848;20/03/2019;20/03/2019;0;Facturada
OTB   /7293/2019;1;CAMBIO EMBRAGUE;AGM103956;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2952;261861;26/12/2019;26/12/2019;0;Facturada
OTB   /6773/2019;1;CAMBIO PASTILLAS + REVISION BOBINAS  ;AFU777359;Hyundai;Accent;2015;;Cliente;MECANICA;195;261970;16/09/2019;16/09/2019;0;Facturada
OTB   /6059/2019;1;ALINEACION + BALANCEO;PWU324038;Hyundai;Accent;1998;;Cliente;MECANICA;12;262000;11/05/2019;11/05/2019;0;Facturada
OTB   /6121/2019;1;ALINEACION;AGM129581;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1664;262148;22/05/2019;22/05/2019;0;Facturada
OTB   /5645/2019;1;CAMBIO DISCOS Y PASTILLAS ;AGM129898;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;6143;262595;23/02/2019;25/02/2019;2;Facturada
OTB   /5893/2019;1;"REVISAR FRENOS + BANDAS + CAMBIO DE ACEITE + SCANNER + TERMINAL IZQUIERDA + GUARDAPOLVO EJE LADO CAJA IZQUIERDO + ALINEACION 
";AFU786533;Hyundai;Accent;2015;;Cliente;MECANICA;4099;263124;10/04/2019;10/04/2019;0;Facturada
OTB   /5668/2019;1;CAMBIO DE ACEITE + SINRONIZACION;AFM412489;Hyundai;Accent;2015;;Cliente;MECANICA;692;263455;28/02/2019;2/03/2019;2;Facturada
OTB   /6694/2019;1;D/M ALTERNADOR;AFM061813;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;2977;263674;30/08/2019;30/08/2019;0;Facturada
OTB   /6529/2019;1;"CAMBIO BATERIA + CAMBIO BANDAS
";AGU872176;Hyundai;Accent;2016;;Cliente;MECANICA;1183;263902;30/07/2019;31/07/2019;1;Facturada
OTB   /6734/2019;1;CAMBIO TANQUE RADIADOR IZQUIERDO + CAMBIO TERMOSTATO;AGM087862;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;3168;263940;6/09/2019;9/09/2019;3;Facturada
OTB   /6634/2019;1;CAMBIO BOMBA AUXILIAR EMBRAGUE;AGU836908;Hyundai;Accent;2016;;Cliente;MECANICA;1268;264064;21/08/2019;21/08/2019;0;Facturada
OTB   /6120/2019;1;"CAMBIO BOMBA DE AGUA
";AFM056173;Hyundai;Grand I10 HB;2015;;Cliente;MECANICA;3196;264290;22/05/2019;22/05/2019;0;Facturada
OTB   /6228/2019;1;CAMBIO CORREA REPARTICION ;AFM553915;Hyundai;I10;2015;;Cliente;MECANICA;1294;264455;7/06/2019;7/06/2019;0;Facturada
OTB   /6306/2019;1;CAMBIO BUJIAS ( CLIENTE SUMINISTRA REPUESTO );AGM081343;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;1090;265000;19/06/2019;19/06/2019;0;Facturada
OTB   /6402/2019;1;"RV FALLA

NO SE EVIDENCIA";AGU837848;Hyundai;Accent;2016;;Cliente;MECANICA;1075;265238;9/07/2019;10/07/2019;1;Anulado
OTB   /6414/2019;1;"AJUSTE CAJA DIRECCION
";AGU837848;Hyundai;Accent;2016;;Cliente;MECANICA;1075;265238;11/07/2019;11/07/2019;0;Facturada
